login_streak,posts_created,comments_written,upvotes_received,quizzes_completed,buddies_messaged,karma_spent,karma_earned,spam,surprise_unlocked,reward_karma,reason,rarity,box_type,status
5,11,16,12,7,8,21,28,False,True,7,posts_created+quizzes_completed+login_streak+upvotes_received,rare,allrounder,delivered
2,2,2,4,0,1,6,9,False,False,3,low_karma_diff,,,missed
0,1,1,2,0,1,4,5,False,False,1,low_karma_diff,,,missed
1,8,1,0,2,3,9,17,False,True,8,posts_created+login_streak,common,comeback,delivered
10,15,13,22,9,10,5,25,False,True,20,posts_created+quizzes_completed+login_streak+upvotes_received,legendary,allrounder,delivered
1,5,4,2,1,3,0,15,False,True,15,posts_created+login_streak,common,comeback,delivered
4,5,13,8,2,8,21,27,False,True,6,no_reason,common,social,delivered
3,10,8,9,6,13,8,28,False,True,20,posts_created+quizzes_completed+login_streak+upvotes_received,rare,allrounder,delivered
6,5,6,10,1,1,6,23,False,True,17,quizzes_completed+login_streak,rare,streak,delivered
9,0,5,8,3,2,11,30,False,True,19,quizzes_completed+login_streak,rare,streak,delivered
1,7,2,0,1,1,4,12,False,True,8,posts_created+login_streak,common,comeback,delivered
4,10,14,13,2,7,21,28,False,True,7,no_reason,common,social,delivered
5,4,9,11,2,7,21,28,False,True,7,no_reason,common,social,delivered
3,3,4,12,2,5,14,28,False,True,14,quizzes_completed+login_streak,common,streak,delivered
3,7,1,2,3,1,9,15,False,True,6,quizzes_completed+login_streak,common,streak,delivered
4,6,5,18,2,4,12,24,False,True,12,buddies_messaged+upvotes_received+comments_written,common,engagement,delivered
4,4,7,3,1,6,0,15,False,True,15,posts_created+karma_earned,common,mystery,delivered
4,5,19,14,7,7,14,28,False,True,14,posts_created+quizzes_completed+login_streak+upvotes_received,rare,allrounder,delivered
3,3,19,30,2,15,9,22,False,True,13,buddies_messaged+upvotes_received+comments_written,legendary,engagement,delivered
4,6,9,15,3,8,4,22,False,True,18,buddies_messaged+upvotes_received+comments_written,rare,engagement,delivered
1,4,3,0,2,4,0,27,False,True,27,posts_created+login_streak,rare,comeback,delivered
0,6,10,8,2,7,20,25,False,True,5,no_reason,common,social,delivered
6,5,4,5,5,10,11,26,False,True,15,quizzes_completed+login_streak,rare,streak,delivered
1,1,4,4,0,1,4,8,False,False,4,low_karma_diff,,,missed
1,6,4,5,1,4,2,10,False,True,8,posts_created+login_streak,common,comeback,delivered
6,13,19,11,4,9,2,26,False,True,24,posts_created+quizzes_completed+login_streak+upvotes_received,rare,allrounder,delivered
3,6,4,18,3,12,20,27,False,True,7,posts_created+quizzes_completed+login_streak+upvotes_received,rare,allrounder,delivered
6,12,17,11,8,15,6,26,False,True,20,posts_created+quizzes_completed+login_streak+upvotes_received,rare,allrounder,delivered
5,8,13,12,9,8,13,27,False,True,14,posts_created+quizzes_completed+login_streak+upvotes_received,rare,allrounder,delivered
0,2,0,5,0,0,6,7,False,False,1,low_karma_diff,,,missed
10,5,17,22,10,15,4,30,False,True,26,posts_created+quizzes_completed+login_streak+upvotes_received,rare,allrounder,delivered
1,9,2,0,2,1,1,30,False,True,29,posts_created+login_streak,rare,comeback,delivered
4,6,1,3,3,4,1,16,False,True,15,posts_created+karma_earned,common,mystery,delivered
6,15,18,20,4,10,6,27,False,True,21,posts_created+quizzes_completed+login_streak+upvotes_received,rare,allrounder,delivered
5,5,7,4,1,3,9,22,False,True,13,posts_created+karma_earned,common,mystery,delivered
7,0,3,8,4,0,25,30,False,True,5,quizzes_completed+login_streak,rare,streak,delivered
5,4,6,7,1,0,5,16,False,True,11,posts_created+karma_earned,common,mystery,delivered
1,5,4,5,1,3,2,27,False,True,25,posts_created+login_streak,rare,comeback,delivered
0,4,10,9,3,4,17,27,False,True,10,posts_created+karma_earned,common,mystery,delivered
2,2,3,4,0,2,2,6,False,False,4,low_karma_diff,,,missed
1,6,2,2,2,2,8,19,False,True,11,posts_created+login_streak,common,comeback,delivered
4,1,3,5,5,0,4,4,True,False,0,spam,,,missed
1,7,5,3,1,5,6,11,False,True,5,posts_created+login_streak,common,comeback,delivered
1,6,1,2,2,4,14,25,False,True,11,posts_created+login_streak,common,comeback,delivered
4,10,5,11,3,7,21,30,False,True,9,no_reason,common,social,delivered
1,4,4,4,2,0,2,10,False,True,8,posts_created+login_streak,common,comeback,delivered
3,10,12,10,2,9,24,29,False,True,5,no_reason,legendary,social,delivered
2,1,4,5,0,2,8,8,False,False,0,low_karma_diff,,,missed
1,4,7,11,3,6,22,30,False,True,8,no_reason,rare,social,delivered
3,8,12,5,3,7,20,29,False,True,9,no_reason,common,social,delivered
7,12,15,16,7,11,17,29,False,True,12,posts_created+quizzes_completed+login_streak+upvotes_received,legendary,allrounder,delivered
0,4,14,13,2,8,23,28,False,True,5,no_reason,rare,social,delivered
0,4,8,13,3,7,2,21,False,True,19,buddies_messaged+upvotes_received+comments_written,common,engagement,delivered
9,8,1,5,5,6,7,22,False,True,15,quizzes_completed+login_streak,rare,streak,delivered
4,8,8,3,2,7,22,28,False,True,6,posts_created+karma_earned,common,mystery,delivered
9,8,4,3,5,10,9,24,False,True,15,quizzes_completed+login_streak,rare,streak,delivered
0,7,10,9,3,7,20,25,False,True,5,no_reason,common,social,delivered
4,6,19,25,2,14,18,24,False,True,6,buddies_messaged+upvotes_received+comments_written,legendary,engagement,delivered
0,1,1,2,0,2,6,9,False,False,3,low_karma_diff,,,missed
4,15,5,22,7,7,12,28,False,True,16,posts_created+quizzes_completed+login_streak+upvotes_received,rare,allrounder,delivered
1,4,8,12,3,6,20,26,False,True,6,no_reason,common,social,delivered
1,4,4,13,2,4,20,25,False,True,5,no_reason,common,social,delivered
4,1,8,10,3,0,6,17,False,True,11,quizzes_completed+login_streak,common,streak,delivered
6,5,17,24,10,8,17,26,False,True,9,posts_created+quizzes_completed+login_streak+upvotes_received,rare,allrounder,delivered
1,8,1,3,2,1,15,24,False,True,9,posts_created+login_streak,common,comeback,delivered
1,7,2,4,1,3,7,12,False,True,5,posts_created+login_streak,common,comeback,delivered
3,3,0,4,4,3,5,17,True,False,0,spam,,,missed
3,2,5,10,3,4,11,27,False,True,16,buddies_messaged+upvotes_received+comments_written,common,engagement,delivered
1,8,5,0,1,1,12,26,False,True,14,posts_created+login_streak,common,comeback,delivered
0,1,4,5,0,1,10,10,False,False,0,low_karma_diff,,,missed
2,7,9,0,0,1,7,20,False,True,13,posts_created+karma_earned,common,mystery,delivered
8,0,10,12,3,0,2,28,False,True,26,quizzes_completed+login_streak,legendary,streak,delivered
9,7,4,14,4,9,2,19,False,True,17,quizzes_completed+login_streak,rare,streak,delivered
2,10,1,1,1,3,9,14,False,True,5,posts_created+karma_earned,common,mystery,delivered
0,2,8,30,0,7,16,24,False,True,8,buddies_messaged+upvotes_received+comments_written,rare,engagement,delivered
2,0,0,2,0,0,8,9,False,False,1,low_karma_diff,,,missed
1,7,2,3,1,1,1,14,False,True,13,posts_created+login_streak,common,comeback,delivered
5,3,2,2,2,5,16,21,False,True,5,quizzes_completed+login_streak,common,streak,delivered
4,9,7,10,5,3,9,27,False,True,18,posts_created+quizzes_completed+login_streak+upvotes_received,rare,allrounder,delivered
0,3,15,10,2,15,5,24,False,True,19,buddies_messaged+upvotes_received+comments_written,legendary,engagement,delivered
9,10,6,6,3,0,8,22,False,True,14,quizzes_completed+login_streak,rare,streak,delivered
3,8,3,4,3,3,0,16,False,True,16,posts_created+karma_earned,common,mystery,delivered
0,1,4,2,0,2,10,10,False,False,0,low_karma_diff,,,missed
0,4,18,16,1,5,16,25,False,True,9,buddies_messaged+upvotes_received+comments_written,common,engagement,delivered
2,0,0,5,0,1,7,9,False,False,2,low_karma_diff,,,missed
1,3,5,1,1,0,0,10,False,True,10,posts_created+login_streak,common,comeback,delivered
9,3,8,6,4,7,2,15,False,True,13,quizzes_completed+login_streak,rare,streak,delivered
5,8,19,13,8,9,17,25,False,True,8,posts_created+quizzes_completed+login_streak+upvotes_received,rare,allrounder,delivered
1,3,4,4,1,2,6,26,False,True,20,posts_created+login_streak,rare,comeback,delivered
5,7,9,14,3,8,7,29,False,True,22,quizzes_completed+login_streak,common,streak,delivered
6,2,0,13,1,7,14,24,False,True,10,quizzes_completed+login_streak,rare,streak,delivered
1,8,4,4,1,6,2,28,False,True,26,posts_created+karma_earned,rare,mystery,delivered
1,6,1,5,2,3,1,22,False,True,21,posts_created+login_streak,rare,comeback,delivered
10,6,9,6,3,9,13,24,False,True,11,quizzes_completed+login_streak,rare,streak,delivered
3,11,13,14,8,4,3,26,False,True,23,posts_created+quizzes_completed+login_streak+upvotes_received,rare,allrounder,delivered
3,7,2,0,0,6,9,29,False,True,20,posts_created+karma_earned,common,mystery,delivered
2,3,12,7,3,7,23,28,False,True,5,no_reason,rare,social,delivered
2,0,2,4,0,1,2,6,False,False,4,low_karma_diff,,,missed
2,2,9,8,3,0,3,10,False,True,7,posts_created+karma_earned,common,mystery,delivered
2,0,3,4,0,1,4,5,False,False,1,low_karma_diff,,,missed
1,10,9,2,3,0,2,12,False,True,10,posts_created+karma_earned,common,mystery,delivered
1,4,4,0,2,4,0,19,False,True,19,posts_created+login_streak,common,comeback,delivered
1,5,5,1,2,2,12,18,True,False,0,spam,,,missed
5,4,17,25,1,12,13,20,False,True,7,buddies_messaged+upvotes_received+comments_written,legendary,engagement,delivered
5,7,4,12,3,5,20,25,False,True,5,no_reason,common,social,delivered
0,8,5,7,3,4,15,22,False,True,7,posts_created+karma_earned,common,mystery,delivered
4,10,6,6,2,8,21,28,False,True,7,no_reason,common,social,delivered
4,8,5,15,2,10,21,26,False,True,5,no_reason,common,social,delivered
1,2,3,5,0,1,7,10,False,False,3,low_karma_diff,,,missed
0,10,7,5,2,8,22,27,False,True,5,no_reason,rare,social,delivered
10,7,10,10,1,1,16,23,False,True,7,quizzes_completed+login_streak,rare,streak,delivered
9,0,10,15,3,2,16,21,False,True,5,quizzes_completed+login_streak,rare,streak,delivered
0,6,9,8,3,5,25,30,False,True,5,karma_spent,legendary,social,delivered
1,10,5,0,1,0,4,13,False,True,9,posts_created+login_streak,common,comeback,delivered
0,3,6,13,2,6,20,25,False,True,5,no_reason,common,social,delivered
4,13,10,13,2,3,18,27,False,True,9,posts_created+quizzes_completed+login_streak+upvotes_received,rare,allrounder,delivered
7,8,14,11,4,3,16,30,False,True,14,posts_created+quizzes_completed+login_streak+upvotes_received,rare,allrounder,delivered
8,2,6,3,3,7,10,18,False,True,8,quizzes_completed+login_streak,rare,streak,delivered
1,3,3,1,2,1,3,14,False,True,11,posts_created+login_streak,common,comeback,delivered
1,10,1,3,1,3,8,16,False,True,8,posts_created+login_streak,common,comeback,delivered
1,2,20,21,2,5,17,28,False,True,11,buddies_messaged+upvotes_received+comments_written,common,engagement,delivered
1,3,1,1,1,1,8,15,False,True,7,posts_created+login_streak,common,comeback,delivered
10,9,8,15,9,14,15,29,False,True,14,posts_created+quizzes_completed+login_streak+upvotes_received,legendary,allrounder,delivered
9,1,3,9,3,10,8,17,False,True,9,quizzes_completed+login_streak,rare,streak,delivered
0,0,11,21,2,4,2,21,False,True,19,buddies_messaged+upvotes_received+comments_written,common,engagement,delivered
3,13,19,9,6,11,22,30,False,True,8,posts_created+quizzes_completed+login_streak+upvotes_received,rare,allrounder,delivered
5,8,2,4,5,10,20,28,False,True,8,quizzes_completed+login_streak,common,streak,delivered
5,4,5,11,1,8,12,23,False,True,11,buddies_messaged+upvotes_received+comments_written,common,engagement,delivered
0,4,8,22,2,6,9,25,False,True,16,buddies_messaged+upvotes_received+comments_written,rare,engagement,delivered
5,13,18,11,6,3,3,28,False,True,25,posts_created+quizzes_completed+login_streak+upvotes_received,rare,allrounder,delivered
3,8,7,15,1,6,13,28,False,True,15,quizzes_completed+login_streak,common,streak,delivered
3,10,6,12,2,9,21,30,False,True,9,no_reason,common,social,delivered
3,1,10,12,2,7,1,18,False,True,17,quizzes_completed+login_streak,common,streak,delivered
9,6,6,18,4,5,21,26,False,True,5,posts_created+quizzes_completed+login_streak+upvotes_received,rare,allrounder,delivered
0,7,1,4,3,0,2,13,False,True,11,posts_created+karma_earned,common,mystery,delivered
1,6,1,1,1,4,9,14,False,True,5,posts_created+login_streak,common,comeback,delivered
1,2,1,3,1,1,20,29,False,True,9,posts_created+login_streak,common,comeback,delivered
1,1,3,2,0,2,7,8,False,False,1,low_karma_diff,,,missed
6,5,2,4,5,3,7,21,False,True,14,quizzes_completed+login_streak,rare,streak,delivered
4,2,3,0,0,1,6,16,False,True,10,posts_created+karma_earned,common,mystery,delivered
0,1,9,2,1,2,8,14,False,True,6,posts_created+karma_earned,common,mystery,delivered
4,4,19,20,1,5,1,25,False,True,24,buddies_messaged+upvotes_received+comments_written,common,engagement,delivered
4,9,7,7,2,3,3,29,False,True,26,quizzes_completed+login_streak,common,streak,delivered
1,4,13,23,1,12,10,27,False,True,17,buddies_messaged+upvotes_received+comments_written,legendary,engagement,delivered
3,6,8,15,2,4,20,27,False,True,7,no_reason,common,social,delivered
10,15,5,17,2,8,4,30,False,True,26,posts_created+quizzes_completed+login_streak+upvotes_received,rare,allrounder,delivered
0,1,2,1,0,1,4,6,False,False,2,low_karma_diff,,,missed
1,5,9,14,3,6,20,26,False,True,6,no_reason,common,social,delivered
2,9,4,9,2,6,20,29,False,True,9,no_reason,common,social,delivered
1,3,0,4,3,7,5,18,False,True,13,posts_created+karma_earned,common,mystery,delivered
1,5,1,1,1,0,0,14,False,True,14,posts_created+login_streak,common,comeback,delivered
0,8,4,11,2,7,22,28,False,True,6,no_reason,rare,social,delivered
4,4,14,30,0,10,7,27,False,True,20,buddies_messaged+upvotes_received+comments_written,legendary,engagement,delivered
5,1,4,1,2,7,3,26,False,True,23,posts_created+karma_earned,common,mystery,delivered
8,10,5,20,9,9,20,29,False,True,9,posts_created+quizzes_completed+login_streak+upvotes_received,legendary,allrounder,delivered
1,5,4,0,2,0,1,28,False,True,27,posts_created+login_streak,rare,comeback,delivered
1,8,8,15,2,7,22,27,False,True,5,no_reason,rare,social,delivered
2,4,17,11,1,8,14,21,False,True,7,buddies_messaged+upvotes_received+comments_written,legendary,engagement,delivered
1,8,10,3,2,3,9,14,False,True,5,posts_created+karma_earned,common,mystery,delivered
1,10,9,5,1,6,2,30,False,True,28,posts_created+karma_earned,rare,mystery,delivered
1,0,2,1,2,4,0,2,True,False,0,spam,,,missed
2,0,2,2,0,1,3,5,False,False,2,low_karma_diff,,,missed
8,2,7,15,2,5,10,16,False,True,6,quizzes_completed+login_streak,rare,streak,delivered
1,9,10,8,1,6,1,12,False,True,11,posts_created+karma_earned,common,mystery,delivered
1,10,5,5,1,4,16,27,False,True,11,posts_created+login_streak,common,comeback,delivered
1,8,1,5,1,2,9,30,False,True,21,posts_created+login_streak,rare,comeback,delivered
5,4,11,7,3,10,20,29,False,True,9,no_reason,common,social,delivered
1,10,5,4,2,0,3,12,False,True,9,posts_created+login_streak,common,comeback,delivered
5,5,10,6,2,9,21,27,False,True,6,no_reason,common,social,delivered
3,5,13,15,2,14,4,28,False,True,24,buddies_messaged+upvotes_received+comments_written,rare,engagement,delivered
3,9,2,14,1,7,5,15,False,True,10,quizzes_completed+login_streak,common,streak,delivered
0,2,4,0,0,2,8,10,False,False,2,low_karma_diff,,,missed
3,3,2,4,3,2,6,11,False,True,5,posts_created+karma_earned,common,mystery,delivered
9,4,1,12,4,2,7,30,False,True,23,quizzes_completed+login_streak,legendary,streak,delivered
8,0,3,6,2,1,17,26,False,True,9,quizzes_completed+login_streak,rare,streak,delivered
4,8,7,11,4,4,2,18,False,True,16,quizzes_completed+login_streak,common,streak,delivered
1,6,15,10,1,8,3,22,False,True,19,buddies_messaged+upvotes_received+comments_written,legendary,engagement,delivered
1,7,1,2,2,1,0,30,False,True,30,posts_created+login_streak,rare,comeback,delivered
0,0,4,4,0,2,6,7,False,False,1,low_karma_diff,,,missed
0,0,16,12,3,9,1,30,False,True,29,buddies_messaged+upvotes_received+comments_written,legendary,engagement,delivered
4,0,13,22,0,6,2,22,False,True,20,buddies_messaged+upvotes_received+comments_written,rare,engagement,delivered
10,8,10,16,6,9,19,28,False,True,9,posts_created+quizzes_completed+login_streak+upvotes_received,legendary,allrounder,delivered
1,3,14,10,2,4,23,30,False,True,7,no_reason,rare,social,delivered
1,10,1,3,2,2,6,28,False,True,22,posts_created+login_streak,rare,comeback,delivered
5,0,3,7,1,7,8,30,False,True,22,quizzes_completed+login_streak,common,streak,delivered
10,7,7,12,4,0,14,20,False,True,6,quizzes_completed+login_streak,rare,streak,delivered
5,8,10,13,2,9,20,29,False,True,9,no_reason,common,social,delivered
7,15,11,15,9,15,6,25,False,True,19,posts_created+quizzes_completed+login_streak+upvotes_received,legendary,allrounder,delivered
3,0,12,10,3,10,0,30,False,True,30,buddies_messaged+upvotes_received+comments_written,rare,engagement,delivered
4,15,5,22,6,14,3,27,False,True,24,posts_created+quizzes_completed+login_streak+upvotes_received,rare,allrounder,delivered
9,8,6,9,2,3,7,24,False,True,17,quizzes_completed+login_streak,rare,streak,delivered
0,0,3,2,0,0,6,7,False,False,1,low_karma_diff,,,missed
1,6,9,10,0,3,14,24,False,True,10,buddies_messaged+upvotes_received+comments_written,common,engagement,delivered
2,9,7,7,3,8,20,26,False,True,6,no_reason,common,social,delivered
4,3,7,23,0,7,7,28,False,True,21,buddies_messaged+upvotes_received+comments_written,rare,engagement,delivered
1,8,4,5,1,1,7,15,False,True,8,posts_created+login_streak,common,comeback,delivered
1,4,19,21,3,13,17,29,False,True,12,buddies_messaged+upvotes_received+comments_written,legendary,engagement,delivered
3,4,1,1,3,7,4,15,False,True,11,quizzes_completed+login_streak,common,streak,delivered
1,8,12,6,2,5,21,30,False,True,9,no_reason,common,social,delivered
9,10,7,9,1,3,11,25,False,True,14,quizzes_completed+login_streak,rare,streak,delivered
4,9,8,15,2,10,20,27,False,True,7,no_reason,common,social,delivered
4,2,5,15,5,9,21,27,False,True,6,quizzes_completed+login_streak,common,streak,delivered
6,9,7,8,7,13,17,25,False,True,8,posts_created+quizzes_completed+login_streak+upvotes_received,rare,allrounder,delivered
1,2,3,4,5,4,1,1,True,False,0,spam,,,missed
4,4,0,8,0,4,6,13,False,True,7,posts_created+karma_earned,common,mystery,delivered
5,4,15,14,2,10,19,24,False,True,5,buddies_messaged+upvotes_received+comments_written,legendary,engagement,delivered
1,1,10,20,1,9,20,25,False,True,5,buddies_messaged+upvotes_received+comments_written,legendary,engagement,delivered
0,9,0,0,3,1,12,19,False,True,7,posts_created+karma_earned,common,mystery,delivered
4,8,8,9,1,5,4,14,False,True,10,posts_created+karma_earned,common,mystery,delivered
